test_subject,test_type,test_queue,gold_answer,pretrained_subject,pretrained_answer,pretrained_retrieval_score,pretrained_answer_similarity_top1,pretrained_answer_similarity_best3,v2_subject,v2_answer,v2_retrieval_score,v2_answer_similarity_top1,v2_answer_similarity_best3,best3_delta
,Incident,Billing and Payments,We will investigate the issue with your recent invoice and take the necessary steps to correct it. Please allow us to review your account information (acc_num) and we will get back to you soon.,,We will investigate the issue with the recent invoice and take the necessary steps to correct it. Please allow us to review your account information (acc_num) and we will get back to you soon.,0.9599030017852783,0.9816421866416931,0.9816421866416931,,We will investigate the issue with the recent invoice and take the necessary steps to correct it. Please allow us to review your account information (acc_num) and we will get back to you soon.,0.938809871673584,0.9816421866416931,0.9816421866416931,0.0
Request for Assistance with Service Interruption,Incident,Service Outages and Maintenance,Looking into the problem,Request for Support During Service Outage,Initiating investigation into the problem,0.892598569393158,0.7690287828445435,0.7690287828445435,Request for Support During Service Outage,Initiating investigation into the problem,0.7872604727745056,0.7690287828445435,0.7690287828445435,0.0
Guide for Integrating Nuendo with Zoho CRM for Secure Medical Data Management,Request,Technical Support,"Reviewing your request to integrate Nuendo with Zoho CRM for secure medical data management, we can provide guidance on the necessary steps and security protocols. Please follow up via email or phone call at <tel_num> for further assistance.",Integration von Nuendo in Zoho CRM,Ihre Anfrage zur Integration von Nuendo in Zoho CRM wird wirksam behandelt. Bitte überprüfen Sie den Bedarf per E-Mail oder Telefonanruf. Wir stehen Ihnen gerne für weitere Ratschläge zur Verfügung. Kontakt: <tel_num>,0.9275186657905579,0.8745144605636597,0.9123457074165344,Integration von Nuendo in Zoho CRM,Ihre Anfrage zur Integration von Nuendo in Zoho CRM wird wirksam behandelt. Bitte überprüfen Sie den Bedarf per E-Mail oder Telefonanruf. Wir stehen Ihnen gerne für weitere Ratschläge zur Verfügung. Kontakt: <tel_num>,0.90965735912323,0.8745144605636597,0.9123457074165344,0.0
Notification Regarding Campaign Performance Issues,Problem,Product Support,"Dear [Name], thank you for reporting the campaign performance issue. We apologize for any inconvenience caused by the discrepancies in the performance metrics of our digital campaigns. To better understand and find a solution, could you please provide details on the specific performance issues observed and the steps taken so far? It would be helpful if you could describe the precise error messages and discrepancies you have observed. If necessary, we can arrange a call to discuss the problem in more detail and explore potential solutions. Please share further.",Message Regarding Campaign Issues,"Dear <name>, thank you for reporting the campaign issue. We apologize for any inconvenience caused by the discrepancies in the digital campaign performance metrics. To better understand and find a solution, please provide more details about the specific performance issues and the steps you have taken so far. It would also be helpful if you could mention any specific error messages or discrepancies you have observed. We will need to schedule a call to discuss the problem and explore potential solutions. Please provide a suitable time slot for the call.",0.9564547538757324,0.9530895352363586,0.9611783027648926,Issue with Campaign Reporting,"Dear <name>, thank you for reporting the issues with the campaign. I apologize for the inconvenience caused by inconsistencies in the digital campaign's performance metrics. To better understand the problem, please provide more details about the specific performance issues experienced, as well as the steps you have taken so far. It would be helpful to know the exact error messages or discrepancies encountered. If necessary, we can schedule a meeting to discuss and resolve the issue.",0.9286108016967773,0.9611783027648926,0.9611783027648926,0.0
,Incident,Technical Support,Please examine the issue related to the software updates. Kindly provide details about the system conflicts encountered so we can offer appropriate assistance.,,Please investigate the issue related to the software updates. Kindly provide details about the system conflicts encountered so that further assistance can be offered.,0.9902968406677246,0.9736216068267822,0.9736216068267822,,Please investigate the issue related to the software updates. Kindly provide details about the system conflicts encountered so that further assistance can be offered.,0.9826026558876038,0.9736216068267822,0.9736216068267822,0.0
Issues with Subscription-Billing,Problem,Billing and Payments,"Please refer to the email regarding the subscription-billing issue, and we will attend to it. To expedite the solution process, could you please provide your account number and a detailed description of the billing discrepancy? Should there be further discussions needed, you can call <tel_num> for additional talks.",Problem with Subscription Billing,"We have received your email regarding the issue with subscription billing. To facilitate the resolution process, could you please provide your account number and a detailed description of the billing discrepancies you are experiencing? You can contact us at <tel_num> to discuss any necessary details.",0.9509650468826294,0.9065979719161987,0.9065979719161987,Problem with Subscription Billing,"We have received your email regarding the issue with subscription billing. To facilitate the resolution process, could you please provide your account number and a detailed description of the billing discrepancies you are experiencing? You can contact us at <tel_num> to discuss any necessary details.",0.9153828620910645,0.9065979719161987,0.9065979719161987,0.0
Digital Campaigns Achieve Desired Outcomes on Platforms,Problem,Product Support,Review digital campaigns and contact <tel_num>. Discuss potential solutions and next steps with <acc_num>.,Marketing Campaigns Achieving Expected Outcomes,We received an email regarding the underperformance of digital campaigns. Please investigate the matter and could you provide more specific details about the expected performance metrics? I would like to schedule a call at a suitable time to discuss the issue in more detail and explore potential solutions. Kindly inform us of a convenient time for the call.,0.8360657095909119,0.6207938194274902,0.788098156452179,Marketing Campaigns Achieving Expected Outcomes,We received an email regarding the underperformance of digital campaigns. Please investigate the matter and could you provide more specific details about the expected performance metrics? I would like to schedule a call at a suitable time to discuss the issue in more detail and explore potential solutions. Kindly inform us of a convenient time for the call.,0.67934250831604,0.6207938194274902,0.8789911270141602,0.0908929705619812
Challenges with Medical Data Security,Problem,Product Support,Please review the medical data security issues and contact <tel_num> to discuss the assistance needed to resolve these vulnerabilities.,Concerns Over Security in Medical Data Systems,Please review the security issues concerning your medical data and contact <tel_num> to discuss how we can assist in resolving these vulnerabilities and ensuring the security of your data.,0.9756823778152466,0.9436530470848083,0.9479984641075134,Concerns Over Security in Medical Data Systems,Please review the security issues concerning your medical data and contact <tel_num> to discuss how we can assist in resolving these vulnerabilities and ensuring the security of your data.,0.9280716776847839,0.9436530470848083,0.9479984641075134,0.0
Current Disruptions in Digital Tools,Incident,Technical Support,We apologize for the inconvenience caused by the tool failures. We are investigating the issue. Please provide additional details and error messages you have received. Contact <tel_num> for prompt assistance in resolving the problem.,Report of Digital Tool Outages,Investigate the issue immediately and contact soon.,0.8577412366867065,0.27792805433273315,0.7454525232315063,Report of Digital Tool Outages,Investigate the issue immediately and contact soon.,0.7933012247085571,0.27792805433273315,0.7454525232315063,0.0
Concern Over Marketing Campaign,Incident,Returns and Exchanges,"Dear [Name], thank you for reaching out regarding the marketing campaign issue. We would be happy to assist in troubleshooting this problem. Could you please provide us with details on the campaign adjustments made so far? A review of this information will help us provide you with the guidance needed to improve the campaign's performance.",Concern Regarding the Marketing Campaign,"Dear [Name], thank you for reaching out to us regarding the marketing campaign issue. We are happy to help troubleshoot this problem. Could you please provide more details on the adjustments that have been made so far? Reviewing this information will allow us to provide better guidance on how to improve the campaign's performance.",0.9489068984985352,0.9864776730537415,0.9864776730537415,Concern Regarding the Marketing Campaign,"Dear [Name], thank you for reaching out to us regarding the marketing campaign issue. We are happy to help troubleshoot this problem. Could you please provide more details on the adjustments that have been made so far? Reviewing this information will allow us to provide better guidance on how to improve the campaign's performance.",0.9073672294616699,0.9864776730537415,0.9864776730537415,0.0
Support for Data Analytics Tools,Request,Product Support,"Thank you for reaching out to us regarding data analytics tools for optimizing your investments. The tools we offer utilize advanced algorithms and machine learning to provide insights into market trends and portfolio performance. We provide dedicated support via phone, email, and a range of online tutorials and resources to help you get started. Please let us discuss your specific needs, and we can schedule a call at your convenience. We are available to accommodate your schedule.",Support for Data Analytics Tools in Optimizing Investments,"Hi, thank you for reaching out to us regarding data analytics tools for optimizing investments. The tools we offer utilize advanced algorithms and machine learning to provide insights into market trends and portfolio performance. We offer dedicated support via phone, email, and online. We also have a variety of tutorials and resources to help you get started. Please discuss your specific needs, and we would be happy to schedule a call at your convenience. We are available at your convenience, please let us know.",0.9605505466461182,0.9814745783805847,0.9814745783805847,Support for Data Analytics Tools in Optimizing Investments,"Hi, thank you for reaching out to us regarding data analytics tools for optimizing investments. The tools we offer utilize advanced algorithms and machine learning to provide insights into market trends and portfolio performance. We offer dedicated support via phone, email, and online. We also have a variety of tutorials and resources to help you get started. Please discuss your specific needs, and we would be happy to schedule a call at your convenience. We are available at your convenience, please let us know.",0.9113303422927856,0.9814745783805847,0.9814745783805847,0.0
Enhancing Security for Hospital Data,Request,Human Resources,"Dear <name>, thank you for reaching out regarding the security of medical data in your hospital's infrastructure. To ensure the confidentiality, integrity, and availability of patient records, we recommend implementing encryption methods, access controls, and auditing mechanisms. We can discuss these specific details in relation to your SAP ERP and SQL Server setup. I would be available to call at <tel_num> to discuss your concerns and provide tailored guidance to protect sensitive information and prevent unauthorized access and data tampering.",Enhancing Security for Medical Data in Hospitals,"Dear <name>, thank you for reaching out regarding securing medical data in hospital infrastructure. To ensure the confidentiality, integrity, and availability of patient records, we recommend implementing encryption methods, access controls, and auditing mechanisms. We can discuss these specific details with your current practices involving SAP ERP and SQL Server. I am available to call at <tel_num> to discuss your concerns and provide tailored guidance on protecting sensitive information and preventing unauthorized access or data tampering.",0.98545241355896,0.985313355922699,0.985313355922699,Enhancing Security for Medical Data in Hospitals,"Dear <name>, thank you for reaching out regarding securing medical data in hospital infrastructure. To ensure the confidentiality, integrity, and availability of patient records, we recommend implementing encryption methods, access controls, and auditing mechanisms. We can discuss these specific details with your current practices involving SAP ERP and SQL Server. I am available to call at <tel_num> to discuss your concerns and provide tailored guidance on protecting sensitive information and preventing unauthorized access or data tampering.",0.9630569815635681,0.985313355922699,0.985313355922699,0.0
,Request,Product Support,"Pleased to provide information on the role of data analytics in enhancing investment strategies for our products. Data analytics is crucial for informing investment decisions and driving business growth by providing insights into market trends and customer behavior. We utilize data analytics to analyze market data and identify growth opportunities. I would be happy to provide more detailed information, including examples and case studies. Let's discuss further and I would be available for a call.",,"Pleased to provide information on the role of data analytics in enhancing investment strategies for our products. Data analytics plays a crucial role in informing investment decisions and driving business growth by providing insights into market trends and customer behavior. We utilize data analytics to analyze market data and identify opportunities for growth. I would be happy to provide more information on the topic, including examples and case studies. Let's discuss further, and I would be available for a call.",0.9728758335113525,0.9966835975646973,0.9966835975646973,,"Pleased to provide information on the role of data analytics in enhancing investment strategies for our products. Data analytics plays a crucial role in informing investment decisions and driving business growth by providing insights into market trends and customer behavior. We utilize data analytics to analyze market data and identify opportunities for growth. I would be happy to provide more information on the topic, including examples and case studies. Let's discuss further, and I would be available for a call.",0.9306910037994385,0.9966835975646973,0.9966835975646973,0.0
Gesundheitssicherheit,Request,Customer Service,"Bitte stellen Sie ausführliche Informationen zu Sicherheitsfunktionen und Compliance-Unterstützung für Kubernetes NAS-Systeme in Gesundheits-IT-Umgebungen bereit. Es sollten robuste Sicherheitsmaßnahmen wie Zugangskontrollen, Verschlüsselung, regelmäßige Updates und die Einhaltung relevanter Gesundheitsvorschriften umfassen. Gerne können wir dies in einem Gespräch erörtern. Teilen Sie bitte eine passende Zeit mit, um uns unter <tel_num> zu erreichen und etwaige Fragen unter <acc_num> zu klären.",Datensperren in dem Krankenhaus-IT-System,"Sehr geehrter Customer, wir nehmen die Datensperren ernst und stehen Ihnen zur Verfügung. Um die Angelegenheit zu untersuchen, benötigen wir zusätzliche Informationen über das NAS-System und die veraltete Software und Geräte. Könnten Sie bitte Details über die bislang implementierten Updates und die Ergebnisse des ersten System-Scans bereitstellen? Wir planen eine Anrufung, um die nächsten Schritte zu besprechen und Empfehlungen zur Verbesserung des Sicherheitssystems zu geben. Wir möchten Sie bitten, uns am frühesten morgen mit einem Anruf zur Verfügung zu stellen.",0.7588777542114258,0.7549852132797241,0.7549852132797241,Healthcare Data Security,"To assist with securing medical data using the QNAP TS-453D NAS, please permit a call at your convenience to discuss detailed recommendations for the hospital environment.",0.5268335342407227,0.7173998355865479,0.7549850940704346,-1.1920928955078125e-07
Report on Campaign Anomalies,Problem,Product Support,"Thank you for reporting the campaign anomalies. We apologize for any inconvenience these inconsistencies have caused in your digital campaign performance metrics. To better understand the issue and find a solution, could you please provide specific details of the performance issues you are experiencing, along with the steps you have taken so far? Knowing the exact error messages and discrepancies encountered would be very helpful. If necessary, we can schedule a call to discuss the issue and explore possible resolutions. Please let us know a suitable time.",Message Regarding Campaign Issues,"Dear <name>, thank you for reporting the campaign issue. We apologize for any inconvenience caused by the discrepancies in the digital campaign performance metrics. To better understand and find a solution, please provide more details about the specific performance issues and the steps you have taken so far. It would also be helpful if you could mention any specific error messages or discrepancies you have observed. We will need to schedule a call to discuss the problem and explore potential solutions. Please provide a suitable time slot for the call.",0.9391868114471436,0.9418674111366272,0.9418674111366272,Message Regarding Campaign Issues,"Dear <name>, thank you for reporting the campaign issue. We apologize for any inconvenience caused by the discrepancies in the digital campaign performance metrics. To better understand and find a solution, please provide more details about the specific performance issues and the steps you have taken so far. It would also be helpful if you could mention any specific error messages or discrepancies you have observed. We will need to schedule a call to discuss the problem and explore potential solutions. Please provide a suitable time slot for the call.",0.8905500173568726,0.9418674111366272,0.9418674111366272,0.0
Issue with Accessing Medical Data,Incident,Sales and Pre-Sales,"To address the issue with accessing medical data, please call <tel_num> to discuss further steps and potential solutions to minimize disruption to patient care.",Concern About Access to Medical Data,Please investigate the issue with accessing medical data and contact us at <tel_num> to discuss potential steps for resolution that will minimize disruption to patient care.,0.9543244242668152,0.9327133893966675,0.9343388080596924,Concern About Access to Medical Data,Please investigate the issue with accessing medical data and contact us at <tel_num> to discuss potential steps for resolution that will minimize disruption to patient care.,0.9063348770141602,0.9327133893966675,0.9343388080596924,0.0
Concerns Over Marketing Campaigns Efficiency,Problem,IT Support,Please review the marketing campaigns to identify the root cause of the issue and provide guidance for optimization to achieve better results. Kindly provide details on the current settings and targeting criteria.,Concerns Regarding Marketing Campaigns Efficiency,Please review the marketing campaigns to identify the root cause of the issue and provide guidance on how to optimize them for better results. Kindly provide details on the current settings and targeting criteria.,0.9959974884986877,0.983452320098877,0.983452320098877,Concerns Regarding Marketing Campaigns Efficiency,Please review the marketing campaigns to identify the root cause of the issue and provide guidance on how to optimize them for better results. Kindly provide details on the current settings and targeting criteria.,0.9919637441635132,0.983452320098877,0.983452320098877,0.0
Hospital Security Breach,Problem,Customer Service,We will investigate and provide immediate assistance to prevent future security breaches.,Concern about Security in Hospital System,"Acknowledging the data breach in the hospital's system, we appreciate the temporary measures taken. We will send a specialist to review and update the security protocols and software to prevent future breaches.",0.8883218765258789,0.6174020767211914,0.6174020767211914,Incident of Security Breach in Hospital System,<name> acknowledges the security breach in the hospital system and appreciates the immediate actions taken to prevent future breaches. A specialist will be sent to investigate the cause and ensure that all necessary measures are put in place to protect sensitive medical data. Please contact <tel_num> to discuss the steps and to provide any support needed to prevent such incidents in the future.,0.7450778484344482,0.5817690491676331,0.6257838010787964,0.00838172435760498
Request for ClickUp and Google Keep Integration,Change,General Inquiry,"Thank you for reaching out to us regarding the integration of Google Keep with ClickUp. We appreciate your feedback and understand the potential benefits this feature could bring. We will forward your request to our development team for review and consideration. Please let us know if you would like to discuss this matter in more detail, and we can schedule a call at your convenience. Alternatively, please provide us with more specific information about your use case so we can better understand how this integration would work for you. Contact us at <tel_num>.",Request for ClickUp Google Keep Integration,"Dear [Name], thank you for reaching out to us regarding the integration of Google Keep and ClickUp. We appreciate your feedback and understand the potential benefits of this feature. We will forward your request to the development team for review and consideration. We would like to discuss this matter in more detail. Please let us know your preferred time for a call at [Tel Num], or provide us with any specific use cases you envision for how this integration would work. Thank you.",0.9904060363769531,0.9650553464889526,0.9653397798538208,Request for ClickUp Google Keep Integration,"Dear [Name], thank you for reaching out to us regarding the integration of Google Keep and ClickUp. We appreciate your feedback and understand the potential benefits of this feature. We will forward your request to the development team for review and consideration. We would like to discuss this matter in more detail. Please let us know your preferred time for a call at [Tel Num], or provide us with any specific use cases you envision for how this integration would work. Thank you.",0.9885425567626953,0.9650553464889526,0.9653397798538208,0.0
Upgrade der IT-Hardware- und Softwaresysteme,Change,IT Support,"Sehr geehrter <name>, wir haben Ihre Anfrage zur Aktualisierung und Optimierung der IT-Hardware und -Software sowie zur Unterstützung der SaaS-Projektmanagementplattform erhalten. Wir verstehen die Dringlichkeit Ihres Anliegens und werden uns umgehend darum kümmern. Um fortzufahren, benötigen wir weitere Informationen zu Ihrer aktuellen Infrastruktur, einschließlich Serverkonfiguration und Netzwerkeinrichtung. Bitte senden Sie uns die entsprechenden Details zu. Gerne können wir einen passenden Zeitpunkt für ein Telefongespräch vorschlagen, um die Angelegenheit zu besprechen. Sie erreichen uns unter <tel_num>. Wir freuen uns auf Ihren Anruf, um einen Termin zu vereinbaren, der bald möglich ist.",Update of IT Hardware and Software Systems,"Dear <name>, we have received your request for the update and optimization of IT hardware and software to support the SaaS project management platform. We understand the urgency and will address this matter promptly. To proceed, we require additional information about your current infrastructure, including server configurations and network setup. Could you please provide these details? Also, suggest a convenient time for a call. You can reach me at <tel_num> to schedule a discussion at your convenience.",0.9145196080207825,0.9202964901924133,0.9202964901924133,Update of IT Hardware and Software Systems,"Dear <name>, we have received your request for the update and optimization of IT hardware and software to support the SaaS project management platform. We understand the urgency and will address this matter promptly. To proceed, we require additional information about your current infrastructure, including server configurations and network setup. Could you please provide these details? Also, suggest a convenient time for a call. You can reach me at <tel_num> to schedule a discussion at your convenience.",0.7928156852722168,0.9202964901924133,0.9202964901924133,0.0
,Problem,IT Support,"Es tut mir leid zu hören, dass es bei den digitalen Werkzeugen wie Chromebook und Skype zu sporadischen Verbindungsabbrüchen kommt, die die Kampagnen beeinträchtigen. Das Neustarten der Geräte sowie das Zurücksetzen des Adapters haben das Problem vorerst gelöst, was darauf hindeutet, dass die Ursache möglicherweise komplexer ist. Um das Problem zu beheben, könnten Sie bitte weitere Informationen zur Netzwerkeinrichtung sowie genaue Fehlermeldungen bereitstellen? Tritt die Verbindungstrennung auch auf, wenn die Geräte im selben Netzwerk sind? Zudem wäre es hilfreich zu wissen, ob ähnliche Probleme bei anderen Geräten im gleichen Netzwerk auftreten.",,"Sorry to hear about the intermittent disconnections affecting digital tools like Chromebook and Skype, which are impacting your campaigns. Since restarting devices and resetting adapters seemed to resolve the issue, it suggests the problem might be more complex. To troubleshoot further, could you please provide more details about your network setup, including specific error messages or logs of the disconnections? Additionally, it would be helpful to know if other devices on the same network are experiencing similar issues. If necessary,",0.9057602882385254,0.8645089864730835,0.8645089864730835,,"Sorry to hear about the intermittent disconnections affecting digital tools like Chromebook and Skype, which are impacting your campaigns. Since restarting devices and resetting adapters seemed to resolve the issue, it suggests the problem might be more complex. To troubleshoot further, could you please provide more details about your network setup, including specific error messages or logs of the disconnections? Additionally, it would be helpful to know if other devices on the same network are experiencing similar issues. If necessary,",0.8531798124313354,0.8645089864730835,0.8645089864730835,0.0
Assistance with Analytics Platform,Request,Product Support,"Sehr geehrter <name>, vielen Dank, dass Sie unser Support-Team bezüglich unserer Analytics-Plattform kontaktiert haben. Wir freuen uns, Ihnen die benötigte Anleitung zur effektiven Integration und Nutzung der Plattform bereitzustellen. Um loszulegen, empfehlen wir Ihnen, unsere Online-Tutorial-Reihe durchzugehen, die detaillierte Schritt-für-Schritt-Anweisungen zum Einrichten und Verwenden der Plattform enthält. Zusätzlich bieten wir regelmäßig Webinare zu verschiedenen Themen an, darunter auch Strategien zur Investitionsoptimierung. Damit wir Ihnen bestmöglich helfen können, teilen Sie bitte <acc_num> mit, damit wir den Zugriff auf die erforderlichen Ressourcen sicherstellen können.",Analytics Support,"<name>, thank you for contacting the support team regarding the analytics platform. We are pleased to provide the guidance you need to effectively integrate and use the platform. To get started, we recommend reviewing our online tutorial series, which offers detailed, step-by-step instructions for setup and use. Additionally, we host regular webinars covering various topics, including strategies to optimize investments. To assist you better, could you please provide us with your <acc_num> to ensure you have the necessary access?",0.8861063718795776,0.879764199256897,0.879764199256897,Analytic Support,"<name>, vielen Dank, dass Sie sich an unser Support-Team bezüglich unserer Analytik-Plattform gewandt haben. Wir freuen uns, Ihnen eine Anleitung zur effektiven Integration und Nutzung der Plattform zur Verfügung zu stellen. Um den Einstieg zu erleichtern, empfehlen wir die Überprüfung unserer Online-Tutorial-Reihe, die eine Schritt-für-Schritt-Anleitung für die Einrichtung und Nutzung der Plattform enthält. Zudem bieten wir regelmäßig Webinare zu verschiedenen Themen an, darunter auch Strategien zur Optimierung von Investitionen. Damit wir Ihnen bestmöglich helfen können, bitten wir Sie, Ihre <acc_num> mitzuteilen, um sicherzustellen, dass Sie Zugang zu den erforderlichen Ressourcen haben.",0.7562295198440552,0.9294474124908447,0.9294474124908447,0.049683213233947754
Unanticipated Delays in Accessing Protected Medical Information Owing to Software Compatibility Problems,Incident,Service Outages and Maintenance,"I would like to acknowledge the unexpected delays in accessing protected medical information, which are suspected to be caused by software compatibility issues. I sincerely apologize for any inconvenience this may have caused. To better assist you, could you please provide information about your software's operating system? This would allow us to investigate the issue and provide a suitable solution. If necessary, we can schedule a call to discuss the issue in more detail at a time that is convenient for you.",,"Please acknowledge the email regarding unanticipated delays in accessing protected medical information due to software compatibility issues. We apologize for the inconvenience caused. To better assist you, could you please provide information about your software operating system? This will enable us to investigate the issue and provide a suitable solution. If necessary, we can schedule a call at a time convenient for you to discuss the issue in detail.",0.9673571586608887,0.9569961428642273,0.9569961428642273,,"Please acknowledge the email regarding unanticipated delays in accessing protected medical information due to software compatibility issues. We apologize for the inconvenience caused. To better assist you, could you please provide information about your software operating system? This will enable us to investigate the issue and provide a suitable solution. If necessary, we can schedule a call at a time convenient for you to discuss the issue in detail.",0.9439719915390015,0.9569961428642273,0.9569961428642273,0.0
Sicherheitsprobleme bei API,Problem,General Inquiry,"Wir werden uns um das Sicherheitsproblem bei der API kümmern. Ich möchte einen Anruf vereinbaren, um die misskonfigurierten APIs von Zapier Xero zu besprechen und zu beheben. Bitte geben Sie ein geeignetes Zeitfenster an. Zwischenzeitlich bestätigen Sie den Anruf, und geben Sie die Kontonummer <acc_num> an, damit ich den Fall überprüfen kann und eine angemessene Lösung für die Verhinderung zukünftiger Verletzungen finden kann.",Sicherheitsprobleme bei der API,"Aufgrund eines Sicherheitsproblems mit der API möchte ich einen Anruf vereinbaren, um die missverstandenen APIs von Zapier und Xero zu besprechen und Hilfe bei der Sicherstellung zu erhalten. Bitte geben Sie ein geeignetes Zeitfenster an. Zudem bestätigen Sie bitte Ihre Kontonummer und überprüfen Sie die Fallstudie, um eine passende Lösung für zukünftige Verletzungen zu finden. <acc_num> <tel_num>",0.9766749143600464,0.965291440486908,0.965291440486908,Sicherheitsprobleme bei der API,"Aufgrund eines Sicherheitsproblems mit der API möchte ich einen Anruf vereinbaren, um die missverstandenen APIs von Zapier und Xero zu besprechen und Hilfe bei der Sicherstellung zu erhalten. Bitte geben Sie ein geeignetes Zeitfenster an. Zudem bestätigen Sie bitte Ihre Kontonummer und überprüfen Sie die Fallstudie, um eine passende Lösung für zukünftige Verletzungen zu finden. <acc_num> <tel_num>",0.9643167853355408,0.965291440486908,0.965291440486908,0.0
Support for Marketing Agencies - Client Engagement Metrics Decline,Problem,Returns and Exchanges,"To address the issue, contact the agency to discuss a plan for improving the digital strategies.",Support for Declining Client Engagement at Marketing Firm,"Let's review the issue, contact relevant parties, discuss a plan, and work to improve the digital strategies.",0.965222954750061,0.8365526795387268,0.8365526795387268,Support for Declining Client Engagement at Marketing Firm,"Let's review the issue, contact relevant parties, discuss a plan, and work to improve the digital strategies.",0.926755964756012,0.8365526795387268,0.8365526795387268,0.0
Technical Difficulties,Problem,Technical Support,"We acknowledge the technical difficulties related to software integration across multiple products experienced by the agency. We understand that basic troubleshooting, including restarts, has been attempted without success. To provide further assistance, please share specific error messages and identify which products are affected. We would also like to arrange a call to discuss the details of the issue; kindly inform us of a convenient time for the call.",Trouble with Software Operation,"<name> is here to help with the software operation issue. It's understood that rebooting and reinstalling affected applications and checking system compatibility have already been attempted. Let's proceed with troubleshooting. Could you please provide details on any error messages received and share the software versions in use? To discuss this further, I would like to schedule a call. I am flexible and available at your convenience. Please let me know a suitable time to reach you, and you can contact me at <tel_num> or email.",0.8375170230865479,0.6582937836647034,0.7794915437698364,Report of Software Integration Difficulties,<name> has received the report concerning software integration problems at the marketing agency. They would like to arrange a call to review troubleshooting procedures; please inform us of a suitable time to call at <tel_num>.,0.716265082359314,0.732875406742096,0.7755419015884399,-0.003949642181396484
Reported Syncing Problems with HelloSign on Android 12 Devices,Incident,Returns and Exchanges,"We apologize for the syncing issues experienced with HelloSign on Android 12 devices running Debian 10 Buster. To investigate the problem further, please provide your account details and the exact error messages you are receiving so we can assist you in resolving the issue.",Reported Sync Problems with HelloSign on Android 12 Devices,"We apologize for the synchronization issues experienced with HelloSign on Android 12 devices running Debian 10 Buster. To assist you further, please provide your account details and the exact error messages encountered so we can investigate and help resolve the problem.",0.9771377444267273,0.9492501616477966,0.9492501616477966,Reported Sync Problems with HelloSign on Android 12 Devices,"We apologize for the synchronization issues experienced with HelloSign on Android 12 devices running Debian 10 Buster. To assist you further, please provide your account details and the exact error messages encountered so we can investigate and help resolve the problem.",0.969746470451355,0.9492501616477966,0.9492501616477966,0.0
Brand Expansion Solutions,Request,Product Support,"We offer tailored digital strategy solutions to boost brand development, covering social media management and online advertising. I will send a comprehensive brochure and would appreciate a call to discuss at your convenience.",Assistance with Digital Brand Expansion Tactics,"<name>, thank you for your interest in digital brand expansion strategies. Please specify which areas you'd like to learn more about, such as social media, content development, or advertising. This will help us customize our response to your needs. If you prefer, we can arrange a call at a convenient time to discuss further. Please inform us of a suitable time to contact you at <tel_num>.",0.9186303615570068,0.7466185092926025,0.8700246214866638,Assistance with Digital Brand Expansion Tactics,"<name>, thank you for your interest in digital brand expansion strategies. Please specify which areas you'd like to learn more about, such as social media, content development, or advertising. This will help us customize our response to your needs. If you prefer, we can arrange a call at a convenient time to discuss further. Please inform us of a suitable time to contact you at <tel_num>.",0.7843884229660034,0.7466185092926025,0.9017669558525085,0.03174233436584473
Error during Data Analysis Integration recently occurred,Incident,Technical Support,"Dear <name>, apologize for the error in Data Analysis Integration. The latest software updates are responsible; please contact us for a solution. Further information can be provided if needed.",Recent Issues Encountered with Data Analysis Integration,"Dear <name>, we apologize for the issues with Data Analysis Integration. We are currently investigating the errors caused by the latest software updates. Please allow us to address this and contact us for further information if needed.",0.797734260559082,0.9579578042030334,0.9579578042030334,Recent Data Analytics Integration Issue Triggered,"Dear [name], we apologize for the data analytics integration issue triggered by recent software updates. We will investigate the problem and require additional information. Please allow us to contact you for the necessary details.",0.7159185409545898,0.8941863775253296,0.9579578042030334,0.0
Subject: Analysis of System Crash for Data Project,Incident,Technical Support,"Dear [Name],<br><br>I am writing to acknowledge your email regarding the system crash that occurred during the data analysis project, which has disrupted the investment optimization process. I am sorry to hear that restarting the devices did not resolve the issue. I understand the importance of this project and need to get back on track as soon as possible.<br><br>To better assist you, could you please provide details about the crash, including any error messages displayed and the exact steps taken leading up to the crash? Additionally, I noticed some unusual system behavior, which might be relevant.",System Crash during Data Analysis Project,"Dear [Name],\n\nI am writing to acknowledge your email regarding the system crash that occurred during the data analysis project, which has disrupted investment optimization. I am sorry to hear that restarting the devices did not resolve the issue. I understand the importance of getting this project back on track as soon as possible.\n\nTo better assist you, could you please provide more details about the crash, including any error messages that were displayed and the exact steps taken before the crash occurred? Additionally, I noticed some unusual system behavior that might be relevant to this issue.\n\nThank you for your cooperation.\n\nBest regards,\n[Your Name]",0.9713999629020691,0.9881547689437866,0.9881547689437866,System Crash during Data Analysis Project,"Dear [Name],\n\nI am writing to acknowledge your email regarding the system crash that occurred during the data analysis project, which has disrupted investment optimization. I am sorry to hear that restarting the devices did not resolve the issue. I understand the importance of getting this project back on track as soon as possible.\n\nTo better assist you, could you please provide more details about the crash, including any error messages that were displayed and the exact steps taken before the crash occurred? Additionally, I noticed some unusual system behavior that might be relevant to this issue.\n\nThank you for your cooperation.\n\nBest regards,\n[Your Name]",0.9529614448547363,0.9881547689437866,0.9881547689437866,0.0
